Time,Altitude (m),Orbital Velocity (m/s),Apoapsis (m),Periapsis (m),Inclination (deg),Battery (%),Inside Temp (K),Outside Temp (K)
6421.633582784053,198482.3564123523,2318.5518380200283,1515669.999883017,798330.0000001537,1.136209343069475,44.39949729225852,308.56867393417343,308.56867393417343
6422.673582784076,198507.07090857008,2318.491004599806,1515669.9999001788,798330.0000004822,1.136209343063898,44.37323483553799,308.5647195980338,308.5647195980338
6423.673582784098,198532.58457011834,2318.4282064386225,1515669.9999039413,798330.0000005385,1.1362093430628004,44.34797807173295,308.56077630313087,308.56077630313087
6424.69358278412,198560.37536640489,2318.3598061678335,1515669.9998760165,798329.9999998191,1.1362093430670683,44.322221929376774,308.5566188739657,308.5566188739657
6425.713582784142,198589.95013351878,2318.2870182254464,1515669.9998751776,798330.0000003766,1.1362093430675597,44.296465787020594,308.5523315004148,308.5523315004148
6426.713582784164,198620.676450397,2318.2113995656955,1515669.9998786761,798330.0000003781,1.1362093430681495,44.27121249112216,308.548008066337,308.548008066337
6427.733582784186,198653.7829408293,2318.129927097815,1515669.9998562688,798329.9999996737,1.1362093430695719,44.245456348765984,308.54348138023585,308.54348138023585
6428.733582784208,198687.97086985328,2318.045797554362,1515669.9998971263,798329.9999996509,1.1362093430627318,44.22020305286754,308.53893421970304,308.53893421970304
6429.75358278423,198724.60727751197,2317.955647577005,1515669.999891825,798330.0000001012,1.1362093430629792,44.19444691051137,308.53418979348845,308.53418979348845
6430.7735827842525,198763.02537152765,2317.861118776187,1515669.9998652237,798329.9999994948,1.1362093430653615,44.16868730024858,308.52934285825773,308.52934285825773
6431.773582784274,198802.41928093613,2317.7641946177077,1515669.9998784396,798330.00000011,1.1362093430659015,44.14343400435014,308.52449592604546,308.52449592604546
6432.793582784297,198844.36421280482,2317.6610002453376,1515669.9998572336,798329.999999754,1.1362093430710682,44.11767439408736,308.51945945764135,308.51945945764135
6433.7935827843185,198887.21470949636,2317.5555846656443,1515669.9998247095,798329.9999982959,1.1362093430716231,44.09242456609553,308.5144349803004,308.5144349803004
6434.813582784341,198932.684193676,2317.4437335848893,1515669.9998303065,798329.9999975892,1.1362093430696163,44.066668423739344,308.5092254440243,308.5092254440243
6435.833582784363,198979.93247330096,2317.3275148819635,1515669.9997929037,798329.999994892,1.136209343076195,44.04090881347656,308.5039342818789,308.5039342818789
6436.853582784385,199028.95889245498,2317.2069311240684,1515669.999814714,798329.9999963937,1.1362093430746179,44.01515267112038,308.49856512260277,308.49856512260277
6437.853582784407,199078.7495362513,2317.0844767547933,1515669.9997735699,798329.9999957826,1.136209343082147,43.989899375221945,308.49322886163293,308.49322886163293
6438.873582784429,199131.29533735942,2316.9552563137377,1515669.9997869772,798329.99999619,1.136209343082588,43.964143232865766,308.48771529889007,308.48771529889007
6439.893582784452,199185.6171779834,2316.8216789413705,1515669.9998224252,798329.9999961858,1.136209343078482,43.938383622602984,308.48213359492894,308.48213359492894
6440.913582784474,199241.71430498024,2316.683747542387,1515669.9998320015,798329.9999961386,1.1362093430763014,43.912627480246805,308.47648676269307,308.47648676269307
6441.933582784496,199299.58594083088,2316.541465140267,1515669.9998649622,798329.9999977531,1.136209343073996,43.886871337890625,308.47077767974974,308.47077767974974
6442.933582784518,199358.04472406756,2316.397751701134,1515669.9998803348,798329.9999985785,1.1362093430692015,43.86161804199219,308.4651227594868,308.4651227594868
6443.93358278454,199418.2075610389,2316.2498621973145,1515669.9998784969,798329.9999988849,1.1362093430677198,43.83636474609375,308.45941312435275,308.45941312435275
6444.953582784562,199481.32834047487,2316.0947159436805,1515669.9998972546,798329.9999996285,1.1362093430621607,43.81060513583097,308.4535353851179,308.4535353851179
6445.953582784584,199544.93090080505,2315.9384003322807,1515669.999887536,798329.9999992654,1.1362093430587041,43.78535530783913,308.44772234624315,308.44772234624315
6446.973582784606,199611.55846158566,2315.774666156065,1515669.999852968,798329.9999994417,1.1362093430634106,43.75959916548295,308.44174373645154,308.44174373645154
6447.993582784628,199679.95541210752,2315.6066007823474,1515669.9998579768,798329.9999990073,1.1362093430560267,43.73383955522017,308.43571739460015,308.43571739460015
6448.99358278465,199748.7280233337,2315.43762967668,1515669.9998315275,798329.9999969316,1.1362093430620943,43.708586259321734,308.4297648725802,308.4297648725802
6449.993582784672,199819.19949493767,2315.264502595215,1515669.9998171604,798329.9999941584,1.1362093430602804,43.6833329634233,308.4237703844463,308.4237703844463
6451.013582784694,199892.8295916512,2315.083635236873,1515669.9998088167,798329.9999944627,1.1362093430616902,43.65757682106712,308.4176146844333,308.4176146844333
6452.013582784716,199966.72988491482,2314.902124185199,1515669.999754601,798329.9999920722,1.13620934306457,43.63232699307528,308.41154095695,308.41154095695
6453.033582784738,200043.8553633975,2314.712712958959,1515669.9996845638,798329.9999897728,1.1362093430683267,43.6065673828125,308.4053079987749,308.4053079987749
6454.03358278476,200121.18047944747,2314.5228334090357,1515669.9996947765,798329.9999895884,1.1362093430666138,43.58131408691406,308.3991618625285,308.3991618625285
6455.0535827847825,200201.7971681815,2314.3248944589864,1515669.9996994853,798329.9999900132,1.1362093430625886,43.555554476651274,308.39285829499414,308.39285829499414
6456.053582784804,200282.54292666726,2314.126662542831,1515669.9997562086,798329.9999910201,1.136209343054041,43.530304648659445,308.3866459778942,308.3866459778942
6457.073582784827,200366.64646960632,2313.920212650431,1515669.9997108225,798329.9999900566,1.136209343064562,43.504545038396664,308.38027787560014,308.38027787560014
6458.073582784848,200450.80850983865,2313.7136451635192,1515669.9996977174,798329.9999885161,1.1362093430622204,43.47929521040483,308.37400507579645,308.37400507579645
6459.05358278487,200534.926527192,2313.507211692027,1515669.9996406203,798329.9999868821,1.136209343067842,43.454548228870735,308.36783057566475,308.36783057566475
6460.073582784892,200624.20013429224,2313.2881543281624,1515669.9996102569,798329.9999862049,1.1362093430721172,43.42878861860795,308.3613767543556,308.3613767543556
6461.093582784914,200715.22917576449,2313.064819651394,1515669.9996781459,798329.9999873892,1.1362093430664841,43.403032476251774,308.354896318847,308.354896318847
6462.113582784937,200808.01240150968,2312.837212422845,1515669.999628626,798329.999984029,1.1362093430736242,43.37727286598899,308.3483904922511,308.3483904922511
6463.133582784959,200902.54853803164,2312.6053375867746,1515669.9996129607,798329.9999832276,1.1362093430746931,43.35151672363281,308.34186046266325,308.34186046266325
6464.153582784981,200998.83628851955,2312.369200137108,1515669.9996328903,798329.9999851775,1.1362093430690754,43.32575711337003,308.3353073639806,308.3353073639806
6465.173582785003,201096.8743329601,2312.1288051442384,1515669.9996399635,798329.9999860951,1.1362093430714306,43.300000971013844,308.32873227542115,308.32873227542115
6466.193582785026,201196.6613281843,2311.88415777786,1515669.9996457815,798329.9999860094,1.1362093430710816,43.27424136075106,308.3221362265295,308.3221362265295
6467.213582785048,201298.1959078489,2311.635263307966,1515669.999696767,798329.9999880083,1.1362093430693574,43.24848521839489,308.3155202013335,308.3155202013335
6468.23358278507,201401.47668269684,2311.3821270417498,1515669.9996650305,798329.9999857879,1.1362093430703444,43.2227256081321,308.30888514075457,308.30888514075457
6469.2535827850925,201506.5022403507,2311.124754437069,1515669.9996441514,798329.9999860473,1.1362093430781135,43.19696946577592,308.30223194447393,308.30223194447393
6470.273582785115,201613.27114559896,2310.863151002683,1515669.9996243205,798329.9999840909,1.136209343078287,43.17120985551314,308.29556147271904,308.29556147271904
6471.293582785137,201721.7819403396,2310.597322350068,1515669.999630987,798329.999984359,1.13620934307863,43.14545718106357,308.2888745479649,308.2888745479649
6472.313582785159,201832.03314371174,2310.3272741397172,1515669.999563586,798329.999981318,1.1362093430890954,43.11969757080078,308.2821719566279,308.2821719566279
6473.3335827851815,201944.02325209696,2310.053012156877,1515669.9994788333,798329.9999797116,1.1362093430920002,43.0939414284446,308.2754544506682,308.2754544506682
6474.353582785204,202057.7507392465,2309.774542284396,1515669.9994670667,798329.9999803252,1.136209343090444,43.06818181818181,308.26872274896215,308.26872274896215
6475.373582785226,202173.21405630896,2309.4918704471056,1515669.9994625559,798329.9999817617,1.1362093430909528,43.04242567582564,308.2619775383779,308.2619775383779
6476.393582785248,202290.4116319553,2309.205002671152,1515669.9994766952,798329.9999819506,1.136209343083443,43.01666953346946,308.25521947496327,308.25521947496327
6477.413582785271,202409.34187245567,2308.913945057019,1515669.9994624972,798329.9999813372,1.136209343085538,42.99090992320668,308.24844918528146,308.24844918528146
6478.433582785293,202530.00316168298,2308.6187038012527,1515669.9994401864,798329.999979526,1.13620934308962,42.96515031294389,308.2416672677565,308.2416672677565
6479.453582785315,202652.39386121405,2308.3192851760873,1515669.9993935595,798329.9999791665,1.1362093430970097,42.93939417058771,308.23487429386785,308.23487429386785
6480.473582785337,202776.5123104162,2308.0156955608945,1515669.9994148868,798329.9999802248,1.1362093430886668,42.91363802823153,308.22807080876004,308.22807080876004
6481.49358278536,202902.356826521,2307.7079413850615,1515669.999451241,798329.9999822873,1.1362093430807392,42.88787841796875,308.22125733254717,308.22125733254717
6482.4935827853815,203027.4077910384,2307.4021850045215,1515669.999439003,798329.9999809377,1.136209343083141,42.86262858997692,308.2145682340752,308.2145682340752
